content,owner,noteable_id,noteable_type,noteable_name,created_at,id,noteable_company_name,noteable_first_name,noteable_last_name,updated_at
7/25/2014 - SCHEDULE INTRO CALL and SEND BD BROCHURE,Noreen Henry,66428712,SalesAccount,,2014-07-29T19:11:57Z,20313839,Meetingmax,,,2014-09-07T17:56:50Z
"7/29/2014 - INTERNAL KICK OFF with AGW, JN, and DA

Outstanding item - API vs EZ$",Noreen Henry,64266073,SalesAccount,,2014-07-29T22:24:01Z,20319243,AirTickets,,,2014-08-02T04:03:38Z
"7/29/2014 - INTRO CALL with Jeff Duncan.  SCH opportunity for conference attendees booking when room block is closed.

See meeting notes:
https://docs.google.com/a/intentmedia.com/document/d/1HSarO7hyWym15rbLMBYub870-kGGmcKoHfodIy0eRUI/edit",Noreen Henry,66428712,SalesAccount,,2014-07-30T00:55:44Z,20322031,Meetingmax,,,2014-09-07T17:56:50Z
7/23/2014 - INBOUND LEAD - read Skift article.  They are a Korean based meta - just launched May 2014,Noreen Henry,66441139,Contact,,2014-07-30T01:19:40Z,20322288,,,,2014-07-30T01:19:40Z
"7/29/2014 - FOLLOW UP - thanked for interest.  Let martin know we are not in Korea yet, but will keep him updated on our rollout schedule as it becomes known",Noreen Henry,66441139,Contact,,2014-07-30T01:20:41Z,20322293,,,,2014-07-30T01:20:41Z
7/21/2014 - INBOUND INQUIRY - about our site.  read skirt article.  He is launching a travel start up.  Can't tell if it is France (his email is french) or in Hong Kong (linked in is in hk).  I did several email exchanges.  He requested we keep him abreast of our international launch schedule,Noreen Henry,66444166,Contact,,2014-07-30T03:42:27Z,20323369,EX (Start Up),,,2014-07-30T03:42:27Z
7/30/2014 - NDA & HANDOUT sent to Jeff.  Follow up in a week if not returned,Noreen Henry,66428712,SalesAccount,,2014-07-30T12:09:12Z,20345041,Meetingmax,,,2014-09-07T17:56:50Z
"7/30 BRIEFING FROM RH - He met with Nicole Rogers in Amsterdam.  She is interested in PPA but needs proof points that it won't destroy/cannibalize their business.
- RH to send her a follow up and introduce me
- NH to get with PQ/CSS for proof points",Noreen Henry,64266076,SalesAccount,,2014-07-31T01:20:16Z,20494450,Booking.com Affiliate Network,,,2014-07-31T01:29:59Z
"7/30 INTRO - RH introduced Noreen to Nicole via email.  Noreen sent follow up email and committed to addressing her question on ""articulating value""",Noreen Henry,64266076,SalesAccount,,2014-07-31T01:30:28Z,20495675,Booking.com Affiliate Network,,,2014-07-31T01:35:23Z
7/30/2014 - PROPOSAL ON SCA AND INTEREST IN SSN - Juliana asked clarifying questions on revenue for XU only (at first) -- and about SSN.  I sent proposal for 60% revenue share and offered to come to Vegas to do a Deep Dive on SSN.,Noreen Henry,65238482,SalesAccount,,2014-07-31T01:42:57Z,20495847,,,,2014-07-31T01:42:57Z
"7/30/2014 INTERNAL MEETING - with LH and PQ to get briefing to take over contracting for PPA

See meeting notes:
https://docs.google.com/a/intentmedia.com/document/d/1YTgsAmktZLe_b7Zd2ZKxhkasYJv_YK-rTK7NVzToyYg/edit#",Noreen Henry,64266085,SalesAccount,,2014-07-31T01:46:59Z,20495865,Dealbase,,,2014-07-31T01:46:59Z
"7/30/2014 - TZOO OPP - NOTES FROM MEETNG WITH RH:
- RM77 is pitching deal to take over meta for Fly.com  (they currently outsource to Kayak)
- RM77 would be front end w/ IM as backend.  50/50 rev share between us
- Competing against Tripadvisor 
- TZoo's David White is involved

NEXT STEPS
- synch with Rm77 Roger (Biz Dev) and Drew to get history and determine how we can help",Noreen Henry,64266113,SalesAccount,,2014-07-31T04:17:30Z,20499773,Room 77,,,2014-07-31T04:17:30Z
7/31/2014 - ADDENDUM - sent request and materials to Tim/legal to draft an addendum -- Search Compare Hotel - API,Noreen Henry,64266117,SalesAccount,,2014-07-31T04:45:52Z,20499977,ShareTrips,,,2014-07-31T04:45:52Z
"5/7/2014 - INTERNAL PREP MEETING for pitching SSN to AMEX

See meeting notes:
https://docs.google.com/a/intentmedia.com/document/d/1H0LYRDS9yeL4jLzVWXuTVES5lKdAPdl7Xu0hiCvSpgA/edit",Noreen Henry,64266081,SalesAccount,,2014-07-31T05:01:48Z,20500176,American Express,,,2014-07-31T05:01:48Z
"5/28/2014 - INTRO MEETING with Kevin Skirde

Per DT:
He got the pitch, liked it, and then said he has no power.  ‘No one can make a decision at Amex on their own.’  So, he’s going to socialize our pitch and try to get 10 people to say yes.  My prediction: we get a deal with Amex and we launch on them towards the end of 2015.",Noreen Henry,64266081,SalesAccount,,2014-07-31T05:03:49Z,20500188,American Express,,,2014-07-31T05:03:49Z
"7/30/2015 - FOLLOW UP with Kevin Skirde

DT sent follow up note and introduced Noreen as BD Lead",Noreen Henry,64266081,SalesAccount,,2014-07-31T05:05:21Z,20500190,American Express,,,2014-07-31T05:05:21Z
7/31/2014 -- SIGNED NDA,Noreen Henry,65893409,SalesAccount,,2014-07-31T18:23:45Z,20534120,"Groupon, Inc.",,,2014-07-31T18:23:45Z
"7/31/2014 - INTRO IMPLEMENTATION TEAM  to Kit and requested a Kick off Call.

Imp team:  Danny, Jonathan... and Karen for MVT advise",Noreen Henry,64266084,SalesAccount,,2014-07-31T21:21:32Z,20549802,Clicksco,,,2014-08-02T04:08:34Z
7/31 - API LICENSE - I sent Dan the API License for signature,Noreen Henry,64266085,SalesAccount,,2014-07-31T21:40:27Z,20553584,Dealbase,,,2014-07-31T21:40:27Z
7/31/2014 CONTRACT - pulling together a contract addendum for Search Compare.  Sent Josh a note to expect it tomorrow.  Waiting on final call from Product on if we can use the standard Search Compare API Guidelines,Noreen Henry,64266117,SalesAccount,,2014-07-31T21:50:32Z,20557050,ShareTrips,,,2014-07-31T21:50:32Z
"7/31/2014 - INITIAL MEETING - Derek and Mark Bloom

See Meeting Notes from Derek here:
https://docs.google.com/a/intentmedia.com/document/d/13XK0ZImULvMQ2-As-IoBX9zGSeJmyqx6zlRMjddJrRU/edit
",Noreen Henry,64266118,SalesAccount,,2014-07-31T22:17:55Z,20557778,,,,2014-08-15T20:54:37Z
7/31/2014 - INTRO EMAIL -- DK introduced NH.  NH scheduling time for an Intro meeting,Noreen Henry,64266118,SalesAccount,,2014-07-31T22:18:28Z,20557782,,,,2014-07-31T22:18:28Z
7/31/2014 - SAMPLE CSV FILE - sent John a sample file and followed up on setting up a tech deep dive and/or business call,Noreen Henry,65821528,SalesAccount,,2014-08-01T01:38:21Z,20572302,Media Market Group LLC,,,2014-08-01T01:38:21Z
7/31/2014 - INTRO INTEGRATION TEAM / and request kick off,Noreen Henry,64266073,SalesAccount,,2014-08-01T01:56:32Z,20572488,AirTickets,,,2014-08-02T04:03:38Z
MOVED TO ICEBOX -- They are launching Flights first.  Then will consider Hotel.  Will set 4 month reminder to see if timing is appropriate to approach on Hotels,Noreen Henry,4105475,Deal,AirTickets.com UK - SCA - Hotel - OP - List Page,2014-08-01T02:05:32Z,20572559,,,,2014-08-01T02:05:32Z
MOVED TO ICEBOX -- They are launching Flights first. Then will consider Hotel. Will set 4 month reminder to see if timing is appropriate to approach on Hotels,Noreen Henry,4105477,Deal,AirTickets.com UK - SCA - Hotel - XU,2014-08-01T02:09:18Z,20572605,,,,2014-08-01T02:09:18Z
MOVED TO ICEBOX -- They are launching Flights first. Then will consider Hotel. Will set 4 month reminder to see if timing is appropriate to approach on Hotels,Noreen Henry,4105476,Deal,AirTickets.com UK - SCA - Hotel - OP - Details Page,2014-08-01T02:10:30Z,20572616,,,,2014-08-01T02:10:30Z
8/1/2014 ARIANE/RICHARD EMAIL EXCHANGE -- working to set up a call in Sept when she is back from vacation.  Noreen to work with you admin - who is out until Aug 7th.  Will set up a reminder.,Noreen Henry,64351774,SalesAccount,,2014-08-01T13:51:23Z,20606169,Expedia Affiliate Network,,,2014-08-01T13:51:23Z
8/1/2014 - EMAIL INTRO between Richard and Francesco who are both going on vacation.  I requested available times to set up a call when they are both back -- follow up in 2 weeks,Noreen Henry,66662735,Contact,,2014-08-01T14:03:42Z,20608336,Bravofly Rumbo Group,,,2014-08-01T14:03:42Z
8/1/2014 - SKDL INTEGRATION CALL for Wed Aug 6th,Noreen Henry,65821528,SalesAccount,,2014-08-01T16:11:54Z,20612289,Media Market Group LLC,,,2014-08-01T16:11:54Z
"8/1/2014 - PROPOSAL & INTEGRATION DOCS for SSN sent to Juliana.
- proposed 60% rev share for SSN -- but 65% if they did both SCA and SSN
- follow up call scheduled for Thursday ",Noreen Henry,65238482,SalesAccount,,2014-08-01T23:52:17Z,20713923,,,,2014-08-01T23:52:17Z
8/1/2014 - CONTRACT -- requested contract from legal,Noreen Henry,64266104,SalesAccount,,2014-08-02T04:23:19Z,20787217,LateRooms,,,2014-08-02T04:23:19Z
"7/31/2014 HISTORY - met with RH to get history with Y!

o	RH has pitched 7 times… lots of turn over → some progress 10 months ago with Matt Klein & Buck Teal
o	Todd miller – VP of Sales (Chris moore intro ) – got excited and then disapplerard
o	Marcus Shen – Corp dev
o	Brandon Huff – 2 yrs ago – very senior – ran all the verticals – travel reported to him from a P&L and Product perspective
o	If I make traction - we should talk with Chris more (board) has contact that have sold to Y! before
",Noreen Henry,64266130,SalesAccount,,2014-08-02T04:47:28Z,20787268,,,,2014-08-02T04:47:28Z
8/1/2014 - TECH CALL with PQ and PG to address API questions.  All issues resolved.  PPA ads now showing on internal sites,Noreen Henry,65340712,SalesAccount,,2014-08-02T04:52:57Z,20787345,Hotels.com,,,2014-08-02T04:52:57Z
8/2/2014 - CONTRACT ADDENDUM - sent Kit a contract addendum to correct the fact that we included the PPA APIs vs the SCA APIS.  He followed up with a question about contracting for PPA.  Will scope the opportunity.,Noreen Henry,64266084,SalesAccount,,2014-08-04T16:35:12Z,20891329,Clicksco,,,2014-08-04T16:35:12Z
8/4/2014 - SIZE PPA - requested Opp Sizing for PPA from strat-ops based on  initial projection traffic.,Noreen Henry,64266084,SalesAccount,,2014-08-04T16:35:57Z,20891374,Clicksco,,,2014-08-04T16:35:57Z
8/4/2014 FOLLOW UP NOTE - sent follow up to Michael on data request template,Noreen Henry,66327018,SalesAccount,,2014-08-04T17:05:39Z,20893903,,,,2014-09-07T21:11:16Z
8/4/2014 FOLLOW UP - sent follow up note to Kam to check in - resent Data Request Template.  Follow up in 2 weeks if I don't hear back (vacation season),Noreen Henry,64266107,SalesAccount,,2014-08-04T17:19:25Z,20895270,Momondo,,,2014-08-04T17:19:25Z
8/4/2014 - NOTE FROM STEVE - advising we should have a Data Request template complete this week.  Follow up next week if we have not heard,Noreen Henry,64351774,SalesAccount,,2014-08-04T18:03:31Z,20896468,Expedia Affiliate Network,,,2014-08-04T18:03:31Z
8/4/2014 SENT FOLLOW UP to Elliott re: NDA and Data Request.  Given the holidays - follow up again in 2 weeks,Noreen Henry,65910813,SalesAccount,,2014-08-04T18:10:24Z,20896631,,,,2014-09-08T12:30:47Z
"8/4/2014 - SENT FOLLOWUP to Jessica re: NDA & Data Request, and answer her 2 QQ:

Ad Unit Sizes -- you asked about accommodating the current ad units your have on your site today, ie. 300x250, 160x600, 720 footer, etc.  In general, we should be able to accommodate whatever size ad you need.  Our design team will work with yours to come up with various design options to conduct Multi-Variant Testing on.  As far as integrating the ads on your site, it is a fairly easy process that just requires a single java tag  Most of our publisher complete the work in a matter of hours.

Limiting Advertisers Based on Traffic Source - you had raised a concerned about recirculating user.  Ie they just came from a site like Oribitz thru a SkyScanner Ad… you don't want to show the user Orbitz in Search Compare Ad and recirculate them back to where they came.  Today we do track if the user came from another Intent Media Ad running on another site and do block that advertiser from showing.  So for example if you are advertising with us and show up in a Search Compare ad on Expedia, then when the user comes to your site from that ad, Expedia will be blocked from being displayed in the Search Compare ad on your site so they are note recirculated.",Noreen Henry,64266119,SalesAccount,,2014-08-04T18:34:03Z,20897172,,,,2014-08-04T18:34:03Z
8/4/2014 - INTRO EMAIL - sent to Adam and Lisa --referencing PPA on Orbitz and LMN and link to Skfit Article.  Follow up next week if don't hear back.,Noreen Henry,64266130,SalesAccount,,2014-08-04T18:56:35Z,20897594,,,,2014-08-04T18:56:35Z
8/4/2014 INTRO EMAIL sent to Cheryl to address lead from Emily on interest in SSN,Noreen Henry,64351773,SalesAccount,,2014-08-04T21:52:29Z,20902993,Five Star Alliance,,,2014-08-04T21:52:29Z
8/5/2014 INTRO EMAIL sent to Steve Dumaine - CEO,Noreen Henry,66890045,SalesAccount,,2014-08-05T13:07:23Z,20926430,CheapCaribbean.com,,,2014-08-25T20:09:40Z
8/5/2014 CONTRACT - AP blessed using standard SC API document.  Provided Jonathan with the SC Addendum to present to Josh today during their meeting,Noreen Henry,64266117,SalesAccount,,2014-08-05T13:15:36Z,20927430,,,,2014-08-05T13:15:36Z
"8/5/2014 REQUESTED CONTRACT UPDATE from legal:
1.  Add Cure Period to API
2.  Add PPA Addendum",Noreen Henry,64266084,SalesAccount,,2014-08-05T14:54:24Z,20930415,Clicksco,,,2014-08-05T14:54:24Z
"8/5/2014.  BACKGROUND.  Federated Travel signed a contract with us for Search Compare.  They are an EAN affiliate and EAN renders the page, so we need EAN to support the implementation.  Will reach out to EAN to propose using Federated as a test case.",Noreen Henry,64266093,SalesAccount,,2014-08-05T15:45:26Z,20931726,Federated Travel,,,2014-08-05T15:45:26Z
7/28/2014 PROPOSAL FOLLOW UP - sent note to Antoine and Jesper following up on proposal and included links to press.  Follow up in 2 weeks if don't hear back,Noreen Henry,64266104,SalesAccount,,2014-08-05T15:59:30Z,20932724,LateRooms,,,2014-08-05T15:59:30Z
"8/5/2014 - QUALIFYING CALL.  See notes, on their interests in PPA. :  https://docs.google.com/a/intentmedia.com/document/d/1qlGzb-kzEgDHfhiucNsbLZlf603pXd_G8VApza9CV4g/edit

 NOT QUALIFIED due to:
1 Advertisers would not support.   I politely advised that given their use case where our advertisers really would not benefit, from their prices being shown on their site, that this would not be an appropriate use of our product.
2. Small Size.  I didn’t verbalize this, but the opportunity is obviously too small as well.",Noreen Henry,66892578,SalesAccount,,2014-08-05T22:46:19Z,20949124,,,,2014-08-08T20:44:20Z
"8/5/2014 FOLLOW UP / NOT QUALIFIED -- sent follow up note to Luis jr and Luis sr advising that unfortunately our advertiser contracts would not support working with them in the manner discussed.

Consider this closed",Noreen Henry,66892578,SalesAccount,,2014-08-05T23:08:56Z,20949405,,,,2014-08-08T20:44:20Z
"8/5/2014 PPA CONTRACT CALL with Dan.  They are using the API today in a test mode and we are moving to formalize the relationships / contract.  

NOTES: 
https://docs.google.com/a/intentmedia.com/document/d/1OuGmztwIbL4l1W60kGvbdtZki67Pez3w8zCN6B1wP0s/edit

CONCERN:   see concern about comparing prices in their ""deal model"".  Once we see the screen shots we can better assess the fairness for advertisers and if there is cause to be concerned

",Noreen Henry,64266085,SalesAccount,,2014-08-05T23:12:50Z,20949433,Dealbase,,,2014-08-05T23:12:50Z
8/5/2014 FOLLOW UP NOTE - sent note to Dan recapping action items.  Including need to get Mock ups from him as well as API License signature.  Check end of week if have not heard back,Noreen Henry,64266085,SalesAccount,,2014-08-05T23:19:16Z,20949499,Dealbase,,,2014-08-05T23:19:16Z
8/6/2014 EMAIL FROM ELLIOTT - he advised he is going on holiday and will review the materials in detail when he gets back.... check back in Sept ,Noreen Henry,65910813,SalesAccount,,2014-08-06T13:47:17Z,20967415,,,,2014-09-08T12:30:47Z
"8/6/2014 - FOLLOW UP CALL  We are competing against TripAdvisor/BB for business.  He sees segmentation as our big differentiator.  He wants to make a decision on which partner to use by next week.  Preliminary estimates show this as $1.3M-$2M opportunity

See call notes here:
https://docs.google.com/a/intentmedia.com/document/d/1Q9LrCGgJaobuOuRTR_A9_Sh3bijnhu3k6eVerOtCZs4/edit",Noreen Henry,65893409,SalesAccount,,2014-08-06T18:48:23Z,20976156,"Groupon, Inc.",,,2014-08-06T18:48:23Z
"8/6/2014 INTEGRATION CALL covering all 3 products.  They are most interested in PPA.  

See meeting notes:
https://docs.google.com/a/intentmedia.com/document/d/1VXluF2Ax17qv8iSVfYEU0DmIHEjfKSws9EU3A2_WRhM/edit",Noreen Henry,65821528,SalesAccount,,2014-08-06T21:41:59Z,20985028,Media Market Group LLC,,,2014-08-06T21:41:59Z
8/6/2014 FOLLOW UP EMAIL - sent to Jeff for NDA and Data Request.  Follow up end of next week if don't hear back,Noreen Henry,66428712,SalesAccount,,2014-08-06T22:57:50Z,20986429,Meetingmax,,,2014-09-07T17:56:50Z
8/7/2014 - INBOUND LEAD.  NH replied offering an intro call,Noreen Henry,67032730,SalesAccount,,2014-08-07T15:00:28Z,21010371,Escapio GmbH,,,2014-09-07T20:27:21Z
8/6/2014 - MOCK UPS COMPLETE for SC op,Noreen Henry,65238482,SalesAccount,,2014-08-07T15:39:04Z,21011979,,,,2014-08-07T15:39:04Z
8/7/2014 - FOLLOW UP - Send Randy a follow up note re NDA and Data Request.  Follow up in 2 weeks if don't hear back,Noreen Henry,64266112,SalesAccount,,2014-08-07T17:59:14Z,21024300,,,,2014-08-07T17:59:14Z
8/7/2014 DESIGN REQUEST  submitted in Pivotal for PPA.  Requested by 8/13,Noreen Henry,65821528,SalesAccount,,2014-08-07T18:53:42Z,21025474,Media Market Group LLC,,,2014-08-07T18:53:42Z
"8/1/2014 - SENT DRAFT CONTRACT & TERMS
- Proposed 2 tiers:  <$5MM = 60%; >$5MM = 65%
- 90 day test period",Noreen Henry,64266124,SalesAccount,,2014-08-07T19:09:56Z,21025993,,,,2014-08-07T19:09:56Z
8/5/2014 - INTRO EMAIL -- referred by Daniel Reeder at Hotwire -- interested in SCA and PPA for TripIt,Noreen Henry,67057459,SalesAccount,,2014-08-07T21:59:27Z,21030457,Concur Technologies,,,2014-09-07T17:53:13Z
"8/8/2014 INTRO CALL with Darren Koch.  They are interested in our Search Form for their TripIt product.  Would integrate our search form widget on their home page.

See meeting notes:
https://docs.google.com/a/intentmedia.com/document/d/1EhB4SDELfXmEuPEw180KYtz8tISawwnE1Vn-djbzLQ8/edit",Noreen Henry,67057459,SalesAccount,,2014-08-08T19:28:44Z,21073813,Concur Technologies,,,2014-09-07T17:53:13Z
"8/8/2014 - CALL WITH MEGHAN - head of media for Tripit.  She's on board with testing Search Form.  
This would be sized more like a media site.  Some quick stats
 - 2.5MM UVs per month
 - 50% of those are to their site / 50% to mobile
 - 90-95% land on the home page where our Search Form Ad would be displayed
 - She quoted around 5-6MM ad impressions/month

Will work with startups to size this",Noreen Henry,67057459,SalesAccount,,2014-08-08T20:33:38Z,21080392,Concur Technologies,,,2014-09-07T17:53:13Z
8/8/2014 NDA/HANDOUT - sent to Darren.  Follow up next week,Noreen Henry,67057459,SalesAccount,,2014-08-08T20:34:16Z,21080398,Concur Technologies,,,2014-09-07T17:53:13Z
8/8/2014 RESPONSE - Cheryl replied to email and will send dates for a call next week.,Noreen Henry,64351773,SalesAccount,,2014-08-08T20:42:57Z,21080822,Five Star Alliance,,,2014-08-08T20:42:57Z
8/8/2014 RESPONSE - scheduling lunch next week or 2,Noreen Henry,66890045,SalesAccount,,2014-08-08T20:51:40Z,21081254,CheapCaribbean.com,,,2014-08-25T20:09:40Z
8/8/2014 INTRO EMAIL -- from Derek -- attempting to schedule coffee when I'm in town,Noreen Henry,67170491,Contact,,2014-08-08T21:10:00Z,21082989,,,,2014-08-08T21:10:00Z
"8/11/2014 OPP SIZING CALL - with Chris Hickson to work thru the model.  Revised version shows $20M opportunity.  Still concerned it is too high.  Also sent:
- Final Opp Sizing Model
- Screen shot placements
- Segmentation info",Noreen Henry,65893409,SalesAccount,,2014-08-11T18:11:53Z,21151482,"Groupon, Inc.",,,2014-08-11T18:11:53Z
"8/11/2014 - MOCK UPS / PRICING - sent John mocks ups of all 3 products and multi-product pricing: 
1 product = 55%, 2 product = 60%, 3 products = 65%

In person meeting in Dallas scheduled 8/20",Noreen Henry,65821528,SalesAccount,,2014-08-11T18:33:24Z,21151965,Media Market Group LLC,,,2014-08-11T18:33:24Z
8/11/2014 - DATA REQUEST TEMPLATE - sent to Darren and Meghan.  Follow up in a week,Noreen Henry,67057459,SalesAccount,,2014-08-11T21:32:44Z,21161408,Concur Technologies,,,2014-09-07T17:53:13Z
INBOUND lead vis Linked in,Noreen Henry,67360038,Contact,,2014-08-11T22:27:52Z,21162998,"",Gal,Zuta,2014-08-11T22:27:52Z
8/11/2014 DATA REQUEST - Email from Steve apologies and hoping to punch out tomorrow.   Also thanked me for beta lead with Federated.  Follow up next week.,Noreen Henry,64351774,SalesAccount,,2014-08-11T23:21:09Z,21164043,Expedia Affiliate Network,,,2014-08-11T23:21:09Z
8/7/2014 INBOUND LEAD from Linkedin from Gon Ben David - CEO,Noreen Henry,67359877,SalesAccount,,2014-08-12T12:29:37Z,21202777,,,,2014-08-20T19:12:20Z
8/11/2014 - QUALIFY/ PRELIMINARY SIZING COMPLETE : $4.4M - $7.9M.  ,Noreen Henry,67359877,SalesAccount,,2014-08-12T12:31:27Z,21202866,,,,2014-08-20T19:12:20Z
7/3/2014 EMAIL INTRO from Alexis Kraff at Insight of Richard to Tobias... several follow up emails from Richard,Noreen Henry,67445279,SalesAccount,,2014-08-12T12:57:53Z,21204411,Hotel Reservation Service (HRS),,,2014-08-13T11:05:59Z
"8/3/2014 EMAIL RESPONSE from Tobias advising:
Your product looks interesting, but currently we have no capacity to work on this subject.
We will reach out to you guys once we see this as a priority.

Follow up in 6 months",Noreen Henry,67445279,SalesAccount,,2014-08-12T17:32:51Z,21223492,Hotel Reservation Service (HRS),,,2014-08-13T11:05:59Z
8/12/2014 RESPONSE FROM JEFF - advising they were busy with launching conf but will get to our questions this week.,Noreen Henry,66428712,SalesAccount,,2014-08-12T17:33:53Z,21223705,Meetingmax,,,2014-09-07T17:56:50Z
Tobias advised they do not have the bandwidth right now.  Check back in 6 monte,Noreen Henry,4367620,Deal,HRS - SCA - Hotel - OP - List Page,2014-08-13T11:06:37Z,21316971,,,,2014-08-13T11:06:37Z
ICEBOX - revisit with ready to engage on Car,Noreen Henry,3892078,Deal,HolidayAutos - SCA - Car - OP - Details Page,2014-08-13T11:07:38Z,21317088,,,,2014-08-13T11:07:38Z
ICEBOX - re-engage when ready to launch car,Noreen Henry,3892083,Deal,HolidayAutos - SCA - Car - OP - List Page,2014-08-13T11:08:04Z,21317141,,,,2014-08-13T11:08:04Z
7/24/2014 - INBOUND LEAD to our Sales email,Noreen Henry,67617693,SalesAccount,,2014-08-13T11:27:09Z,21318576,Kea Panini SRL,,,2014-08-13T11:27:09Z
8/6/2014 INTRO CALL - site has not yet launched. Target Beta in Oct / Launch in Dec. Introduced him to Derek. Revisit in Dec when they have launched,Noreen Henry,67617693,SalesAccount,,2014-08-13T11:27:44Z,21318578,Kea Panini SRL,,,2014-08-13T11:27:44Z
"8/13/2014 NDA / ROUGH SIZING - for their business plan they requested revenue information. He signed and NDA and I provide high level #s we typically see: NA (EU 10% less)

- Hotel List page --Between $50,000 - $100,000 USD per 1MM page views
- Hotel Details page --Between $33,000 - $70,000 USD per 1MM page views
- Hotel Exit Placements --Between $70,000 - $95,000 USD per 1MM page views
Rev Share = 50%",Noreen Henry,67617693,SalesAccount,,2014-08-13T11:28:09Z,21318583,Kea Panini SRL,,,2014-08-13T11:28:09Z
8/13/2014 ICEBOX -- revisit when they are closer to launch - Nov/Dec,Noreen Henry,4367662,Deal,TravelDestination - SCA - Hotel - XU,2014-08-13T11:28:57Z,21318586,,,,2014-08-13T11:28:57Z
8/12/2014  CLARIFYING QUESTIONS - regarding mobile and exit units,Noreen Henry,65893409,SalesAccount,,2014-08-13T14:19:44Z,21323730,"Groupon, Inc.",,,2014-08-13T14:19:44Z
8/13/2014 RH reached out to Chris to provide support,Noreen Henry,65893409,SalesAccount,,2014-08-13T14:20:02Z,21323736,"Groupon, Inc.",,,2014-08-13T14:20:02Z
8/14/2014 MOCKUPS - sent to Chris,Noreen Henry,65893409,SalesAccount,,2014-08-14T02:38:19Z,21344382,"Groupon, Inc.",,,2014-08-14T02:38:19Z
"8/14/2014 CONTRACT - sent follow up note on status.  Asked for feedback on his concerns with ""Competing services clause""  ",Noreen Henry,64266117,SalesAccount,,2014-08-14T12:05:39Z,21361500,,,,2014-08-14T12:05:39Z
"7/30/2014 FUNCTIONAL SPEC CALL.  Sabre's resource constraints have increased and with each call we seem to be losing traction on getting to a test that we can be successful.  Will need to step back and review with SSN Stakeholders.

SEE MEETING NOTES:
https://docs.google.com/a/intentmedia.com/document/d/1lncZWnHjC0hC9Eap6vY8T739lzOR8BSYXOOAKlQR6HA/edit?usp=sharing_eil",Noreen Henry,64266116,SalesAccount,,2014-08-14T12:56:49Z,21362126,,,,2014-08-14T12:56:49Z
"8/6/2014 INTERNAL STRATEGY SESSION.  Detemined tests proposed by Sabre will not set us up for success and lead to further development.  Agreed to advise Sabre we recommend waiting to test until they can allocate resources.  Will call Dan and move this opp to ""icebox""",Noreen Henry,64266116,SalesAccount,,2014-08-14T12:59:53Z,21362213,,,,2014-08-14T12:59:53Z
8/14/2014 REQUESTED MEETING WITH DAN -- schedule for coffee on 8/21,Noreen Henry,64266116,SalesAccount,,2014-08-14T13:00:10Z,21362214,,,,2014-08-14T16:47:10Z
MOVING TO ICEBOX due to Sabre's Resource Constraints.  Revisit in 3 months,Noreen Henry,3892344,Deal,Sabre Travel Network - SSN - Hotel - OP - Details Page,2014-08-14T13:01:38Z,21362234,,,,2014-08-14T13:01:38Z
8/14/2014 MOVING TO ICEBOX due to Sabre's Resource Constraints. Revisit in 3 months,Noreen Henry,3892346,Deal,Sabre Travel Network  - SSN - Hotel - OP - List Page,2014-08-14T13:02:33Z,21362254,,,,2014-08-14T13:02:33Z
"8/14/2014 MOCK UP/USE CASE DEEP DIVE at PPA meeting.    Brief summary:
- We are concerned Advertisers will not be supportive of the Dealbase use case as it puts their standard pricing at a disadvantage and there's not much incentive to advertise.
- Next step is to discuss high level use cases with Advertisers (b.com and pcln) and see if we can also get access to the special rates.
- Other options could be to give Dealbase an ""average price"" to compare against -- we would need to charge for this.
- Noreen to let Dealbase know we are working on this and expect to comeback in 2 weeks with some direction",Noreen Henry,64266085,SalesAccount,,2014-08-14T18:45:04Z,21396596,Dealbase,,,2014-08-14T18:45:04Z
8/14/2014 FOLLOW UP EMAIL TO DAN - requested time for a call to discuss use case... plus sent Pricing Questionnaire for him to complete,Noreen Henry,64266085,SalesAccount,,2014-08-14T18:46:12Z,21396831,Dealbase,,,2014-08-14T18:46:12Z
8/14/2014 MOCK UPS & CONTRACT sent to Juliana for SCA & PPA.  She recommended I touch base in early Sept due to vacations,Noreen Henry,65238482,SalesAccount,,2014-08-14T20:12:42Z,21417945,,,,2014-08-14T20:12:42Z
"8/13/2014 - INTRO MEETING with Mark, David and others.  They are very interested in moving forward with Full Meta/PPA Solution.  We had a follow up internal meeting to determine path forward.  Next step is to transition to Roger/Room 77.

See meeting notes here:
https://docs.google.com/a/intentmedia.com/document/d/1KIr6EMoEmu05jHqmbBVi6hL7-8LSqXM0ScEWpKEzPMg/edit",Noreen Henry,64266118,SalesAccount,,2014-08-15T20:53:19Z,21514630,,,,2014-08-15T20:53:19Z
8/14/2014 - NDA sent to Mark,Noreen Henry,64266118,SalesAccount,,2014-08-15T20:55:13Z,21515475,,,,2014-08-15T20:55:13Z
8/15/2015 CONTRACT - sent Kit PPA Order Form.  He needs to sign Amendment #1 and PPA Order Form.  Also advise him that we don't yet support SSN launches for small partners but we should revisit in Q1,Noreen Henry,64266084,SalesAccount,,2014-08-15T21:02:07Z,21515847,Clicksco,,,2014-08-15T21:02:07Z
