Plan Version,Placement,Category,Region,Country,Pub Tier,Deal Owner,Publisher,Site,Product,Path,Ad Unit Type,Close Year,Close Quarter,Close Month,Deal ID,# of Product-Level Deals Closed (Prob. Adj.),# of Placement-Level Deals Closed (Prob. Adj.),Launch Year,Launch Quarter,Launch Month,# of Placement Launches (Prob. Adj.),Non-Prob. Adj. Scope ($),Probability,Date,Monthly Revenue,FY2015E ($),FY2015E Exit Run rate ($)
Operating,Travelocity - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Flight,On Page,,,,,,,,,,,2444986.99,1,7/1/15,283098.3511,3284537.121,3333341.298
Operating,Travelocity.ca - SCA - Flight - OP - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity.ca,SCA,Flight,On Page,,,,,,,,,,,131397.6458,1,7/1/15,14491.38118,168130.5428,170628.7556
Operating,Expedia.com - SCA - Flight - OP - List Page (IAB),Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia IAB,SCA,Flight,On Page,,,,,,,,,,,10328.25182,1,7/1/15,0,0,0
Operating,Cheaptickets - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SCA,Flight,On Page,,,,,,,,,,,939852.0626,1,7/1/15,62273.65456,714401.5803,733241.0935
Operating,Orbitz - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SCA,Flight,On Page,,,,,,,,,,,1884162.004,1,7/1/15,165338.1644,1896754.684,1946774.079
Operating,Expedia.com - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia,SCA,Flight,Exit Unit,,,,,,,,,,,4620628.765,1,7/1/15,310885.2731,3560313.216,3660518.388
Operating,Hotwire - SCA - Flight - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,Exit Unit,,,,,,,,,,,1128549.704,1,7/1/15,72546.47647,830815.0989,854198.4264
Operating,Travelocity - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Flight,Exit Unit,,,,,,,,,,,3025841.839,1,7/1/15,245904.6245,2816143.318,2895403.796
Operating,Travelocity.ca - SCA - Flight - XU - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity.ca,SCA,Flight,Exit Unit,,,,,,,,,,,184678.3621,1,7/1/15,17154.54255,196456.86,201986.1469
Operating,KAYAK - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Flight,Exit Unit,,,,,,,,,,,4291073.668,1,7/1/15,342158.785,3918463.014,4028748.328
Operating,Orbitz - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SCA,Flight,Exit Unit,,,,,,,,,,,3610336.115,1,7/1/15,232030.7784,2657257.575,2732046.206
Operating,Cheaptickets - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SCA,Flight,Exit Unit,,,,,,,,,,,2021051.63,1,7/1/15,98076.58911,1123190.471,1154802.716
Operating,Fly.com - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Fly.com,SCA,Flight,Exit Unit,,,,,,,,,,,195877.2448,1,7/1/15,12668.53995,145082.3635,149165.713
Operating,Trip.com - SCA - Flight - SF,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Trip.com,SCA,Flight,Search Form,,,,,,,,,,,38796.10784,1,7/1/15,2694.702526,31728.82612,31728.86828
Operating,Travelzoo - SCA - Flight - SF,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Travelzoo,SCA,Flight,Search Form,,,,,,,,,,,8383782.017,1,7/1/15,544003.8176,6405383.292,6405391.802
Operating,Hotwire - SCA - Flight - OP - MFI,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,MFI,,,,,,,,,,,4208129.346,1,7/1/15,0,384928.8744,0
Operating,Fly.com - SCA - Flight - iFC,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Fly.com,SCA,Flight,iFC,,,,,,,,,,,15461.78766,1,7/1/15,194457.467,2454908.97,1192702.765
Operating,Hotwire - SCA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,On Page,,,,,,,,,,,1374146.036,1,7/1/15,123507.3539,1090051.217,1114031.855
Operating,Expedia.com - SCA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Hotel,On Page,,,,,,,,,,,0,0.1,7/1/15,33953.07742,299663.0744,306255.5277
Operating,Expedia.com - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia,SCA,Hotel,Exit Unit,,,,,,,,,,,3536626.661,1,7/1/15,297493.2106,2596012.968,2683377.977
Operating,Hotwire - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,Exit Unit,,,,,,,,,,,2396948.026,1,7/1/15,254358.9099,2219610.415,2294308.148
Operating,Travelocity - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Hotel,Exit Unit,,,,,,,,,,,1270940.718,1,7/1/15,134869.464,1176910.481,1216517.677
Operating,Travelocity.ca - SCA - Hotel - XU - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity.ca,SCA,Hotel,Exit Unit,,,,,,,,,,,91472.44329,1,7/1/15,9706.856682,84704.87705,87555.49545
Operating,KAYAK - SCA - Hotel - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Hotel,Exit Unit,,,,,,,,,,,1668183.848,1,7/1/15,177024.0408,1544763.676,1596750.432
Operating,Trip.com - SCA - Hotel - SF,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Trip.com,SCA,Hotel,Search Form,,,,,,,,,,,9030.36511,1,7/1/15,855.5457729,7716.991862,7716.991862
Operating,Travelzoo - SCA - Hotel - SF,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Travelzoo,SCA,Hotel,Search Form,,,,,,,,,,,215558.7596,1,7/1/15,388265.0899,3502137.038,3502137.038
Operating,Orbitz - SSN - Hotel - Mobile Web,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Hotel,Mobile Web,,,,,,,,,,,645746.3307,1,7/1/15,65249.58978,594181.0631,586375.5827
Operating,Cheaptickets - SSN - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SSN,Hotel,On Page,,,,,,,,,,,140553.9958,1,7/1/15,23663.12379,215483.0413,212652.3408
Operating,HotelClub - SSN - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,SSN,Hotel,On Page,,,,,,,,,,,55565.00411,1,7/1/15,6593.616864,60043.32428,59254.56304
Operating,Orbitz - SSN - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Hotel,On Page,,,,,,,,,,,1444160.351,1,7/1/15,177815.9991,1619242.355,1597971.121
Operating,RatesToGo - SSN - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",RatesToGo,SSN,Hotel,On Page,,,,,,,,,,,6209.038208,1,7/1/15,911.3991382,8299.456145,8190.430048
Operating,Cheaptickets - SSN - Package - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SSN,Package,On Page,,,,,,,,,,,0,1,7/1/15,19675.84125,179485.7418,176820.0063
Operating,Orbitz - SSN - Package - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Package,On Page,,,,,,,,,,,641023.0204,1,7/1/15,75577.0939,689424.6905,679185.3041
Operating,Cheaptickets - SSN - Hotel - OP - Details Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SSN,Hotel,On Page,,,,,,,,,,,18110.82996,1,7/1/15,2067.293803,18304.40796,18578.05716
Operating,Orbitz - SSN - Hotel - OP - Details Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Hotel,On Page,,,,,,,,,,,170695.1211,1,7/1/15,25459.57808,219010.649,228796.4566
Operating,Apollo-Galileo-Worldspan - SSN - Hotel - GDS,Installed Base,N. America,United States,Major,Rudan Zhang,Travelport LTD,Travelport,SSN,Hotel,GDS,,,,,,,,,,,548900.5008,1,7/1/15,78571.25925,1012020.778,2035308.634
Operating,Cheaptickets - PPA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,PPA,Hotel,On Page,,,,,,,,,,,237462.9423,1,7/1/15,52221.98688,503349.0631,773489.8391
Operating,Hotels.com - PPA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,PPA,Hotel,On Page,,,,,,,,,,,5535.945894,1,7/1/15,2232104.606,14908366.2,22370558.5
Operating,Hotels.com - PPA - Hotel - OP - Details Page,Installed Base,N. America,United States,Major,Jessica Jacobs,Hotels.com,Hotels.com,PPA,Hotel,On Page,,,,,,,,,,,0,1,7/1/15,1169402.146,9202420.565,15103042.63
Operating,Orbitz - PPA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,PPA,Hotel,On Page,,,,,,,,,,,1256288.889,1,7/1/15,277280.0858,2899074.35,4769518.067
Operating,N. America Flights SCA Strategic On-Page,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,On Page,,,,,,,,,,,1467362.948,1,7/1/15,104448.0717,1211817.615,1229823.733
Operating,N. America Flights SCA Strategic Exit Unit,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,Exit Unit,,,,,,,,,,,13260.03279,1,7/1/15,794.9657305,9104.08836,9360.323328
Operating,N. America Flights SCA Strategic Search Form,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,Search Form,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Flights SCA Strategic MFI,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,MFI,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Flights SCA Strategic iFC,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Flight,SCA,Flight,iFC,,,,,,,,,,,762234.8361,1,7/1/15,36749.12005,463935.6147,225400.3294
Operating,N. America Hotels SCA Strategic On-Page,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,On Page,,,,,,,,,,,493682.865,1,7/1/15,50379.06719,444635.5767,454417.36
Operating,N. America Hotels SCA Strategic Exit Unit,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,Exit Unit,,,,,,,,,,,759569.465,1,7/1/15,75415.91734,658101.4035,680248.8409
Operating,N. America Hotels SCA Strategic Search Form,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,Search Form,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Hotels SCA Strategic iFC,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Hotel,SCA,Hotel,iFC,,,,,,,,,,,190493.1469,1,7/1/15,19007.15312,171443.8322,171443.8322
Operating,N. America Package SCA Strategic On-Page,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,On Page,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Package SCA Strategic Exit Unit,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,Exit Unit,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Package SCA Strategic Search Form,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,Search Form,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Package SCA Strategic MFI,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,MFI,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Package SCA Strategic iFC,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Package,SCA,Package,iFC,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Car SCA Strategic On-Page,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,On Page,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Car SCA Strategic Exit Unit,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,Exit Unit,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Car SCA Strategic Search Form,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,Search Form,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Car SCA Strategic MFI,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,MFI,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Car SCA Strategic iFC,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SCA Car,SCA,Car,iFC,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America SSN Hotels Strategic,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SSN Hotel,SSN,Hotel,On Page,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America SSN Packages Strategic,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic SSN Package,SSN,Package,On Page,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America PPA Strategic,Installed Base,N. America,United States,Strategic,Jonathan Naymark,Unnamed,Strategic PPA,PPA,Hotel,On Page,,,,,,,,,,,3302.25,1,7/1/15,374.0825107,3573.122313,4425.201147
Operating,N. America Flights SCA Lite On-Page,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,On Page,,,,,,,,,,,48281.2172,1,7/1/15,3436.69577,39872.90914,40465.37147
Operating,N. America Flights SCA Lite Exit Unit,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,Exit Unit,,,,,,,,,,,117794.2502,1,7/1/15,7062.003058,80875.30993,83151.54909
Operating,N. America Flights SCA Lite Search Form,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,Search Form,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Flights SCA Lite MFI,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,MFI,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Flights SCA Lite iFC,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Flight,SCA,Flight,iFC,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Hotels SCA Lite On-Page,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,On Page,,,,,,,,,,,1328.172938,1,7/1/15,135.5366338,1196.219238,1222.535524
Operating,N. America Hotels SCA Lite Exit Unit,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,Exit Unit,,,,,,,,,,,11113.06136,1,7/1/15,1103.390481,9628.508804,9952.542145
Operating,N. America Hotels SCA Lite Search Form,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,Search Form,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Hotels SCA Lite iFC,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Hotel,SCA,Hotel,iFC,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Package SCA Lite On-Page,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,On Page,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Package SCA Lite Exit Unit,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,Exit Unit,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Package SCA Lite Search Form,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,Search Form,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Package SCA Lite MFI,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,MFI,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Package SCA Lite iFC,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Package,SCA,Package,iFC,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Car SCA Lite On-Page,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,On Page,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Car SCA Lite Exit Unit,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,Exit Unit,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Car SCA Lite Search Form,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,Search Form,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Car SCA Lite MFI,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,MFI,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America Car SCA Lite iFC,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SCA Car,SCA,Car,iFC,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America SSN Hotels Lite,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SSN Hotel,SSN,Hotel,On Page,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America SSN Packages Lite,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite SSN Package,SSN,Package,On Page,,,,,,,,,,,0,1,7/1/15,0,0,0
Operating,N. America PPA Lite,Installed Base,N. America,United States,Lite,Jonathan Naymark,Unnamed,Lite PPA,PPA,Hotel,On Page,,,,,,,,,,,427,1,7/1/15,48.37102947,462.0253547,572.2040699
Operating,Expedia.com - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia,SCA,Flight,On Page,,,,,,,,,,,3963175.907,1,8/1/15,314818.9284,3673147.132,3727725.575
Operating,Expedia.ca - SCA - Flight - OP - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.ca,SCA,Flight,On Page,,,,,,,,,,,633424.2705,1,8/1/15,61217.55463,714255.2906,724868.2447
Operating,Hotwire - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,On Page,,,,,,,,,,,2686934.696,1,8/1/15,89684.87953,1046397.558,1061945.738
Operating,Travelocity - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Flight,On Page,,,,,,,,,,,2444986.99,1,8/1/15,281511.8534,3284537.121,3333341.298
Operating,Travelocity.ca - SCA - Flight - OP - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity.ca,SCA,Flight,On Page,,,,,,,,,,,131397.6458,1,8/1/15,14410.17074,168130.5428,170628.7556
Operating,Expedia.com - SCA - Flight - OP - List Page (IAB),Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia IAB,SCA,Flight,On Page,,,,,,,,,,,10328.25182,1,8/1/15,0,0,0
Operating,Cheaptickets - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SCA,Flight,On Page,,,,,,,,,,,939852.0626,1,8/1/15,61924.6698,714401.5803,733241.0935
Operating,Orbitz - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SCA,Flight,On Page,,,,,,,,,,,1884162.004,1,8/1/15,164411.6008,1896754.684,1946774.079
Operating,Expedia.com - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia,SCA,Flight,Exit Unit,,,,,,,,,,,4620628.765,1,8/1/15,309143.0561,3560313.216,3660518.388
Operating,Hotwire - SCA - Flight - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,Exit Unit,,,,,,,,,,,1128549.704,1,8/1/15,72139.92228,830815.0989,854198.4264
Operating,Travelocity - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Flight,Exit Unit,,,,,,,,,,,3025841.839,1,8/1/15,244526.5624,2816143.318,2895403.796
Operating,Travelocity.ca - SCA - Flight - XU - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity.ca,SCA,Flight,Exit Unit,,,,,,,,,,,184678.3621,1,8/1/15,17058.40761,196456.86,201986.1469
Operating,KAYAK - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Flight,Exit Unit,,,,,,,,,,,4291073.668,1,8/1/15,340241.3095,3918463.014,4028748.328
Operating,Orbitz - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SCA,Flight,Exit Unit,,,,,,,,,,,3610336.115,1,8/1/15,230730.466,2657257.575,2732046.206
Operating,Cheaptickets - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SCA,Flight,Exit Unit,,,,,,,,,,,2021051.63,1,8/1/15,97526.96286,1123190.471,1154802.716
Operating,Fly.com - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Fly.com,SCA,Flight,Exit Unit,,,,,,,,,,,195877.2448,1,8/1/15,12597.5448,145082.3635,149165.713
Operating,Trip.com - SCA - Flight - SF,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Trip.com,SCA,Flight,Search Form,,,,,,,,,,,38796.10784,1,8/1/15,2679.584511,31728.82612,31728.86828
Operating,Travelzoo - SCA - Flight - SF,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Travelzoo,SCA,Flight,Search Form,,,,,,,,,,,8383782.017,1,8/1/15,540951.8079,6405383.292,6405391.802
Operating,Hotwire - SCA - Flight - OP - MFI,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Flight,MFI,,,,,,,,,,,4208129.346,1,8/1/15,0,384928.8744,0
Operating,Fly.com - SCA - Flight - iFC,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Fly.com,SCA,Flight,iFC,,,,,,,,,,,15461.78766,1,8/1/15,174313.7505,2454908.97,1192702.765
Operating,Hotwire - SCA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,On Page,,,,,,,,,,,1374146.036,1,8/1/15,109433.2312,1090051.217,1114031.855
Operating,Expedia.com - SCA - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia.com,SCA,Hotel,On Page,,,,,,,,,,,0,0.1,8/1/15,30083.99788,299663.0744,306255.5277
Operating,Expedia.com - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Expedia,SCA,Hotel,Exit Unit,,,,,,,,,,,3536626.661,1,8/1/15,263592.7521,2596012.968,2683377.977
Operating,Hotwire - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Hotwire,SCA,Hotel,Exit Unit,,,,,,,,,,,2396948.026,1,8/1/15,225373.7655,2219610.415,2294308.148
Operating,Travelocity - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Hotel,Exit Unit,,,,,,,,,,,1270940.718,1,8/1/15,119500.5866,1176910.481,1216517.677
Operating,Travelocity.ca - SCA - Hotel - XU - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity.ca,SCA,Hotel,Exit Unit,,,,,,,,,,,91472.44329,1,8/1/15,8600.724238,84704.87705,87555.49545
Operating,KAYAK - SCA - Hotel - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,KAYAK,KAYAK,SCA,Hotel,Exit Unit,,,,,,,,,,,1668183.848,1,8/1/15,156851.4925,1544763.676,1596750.432
Operating,Trip.com - SCA - Hotel - SF,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Trip.com,SCA,Hotel,Search Form,,,,,,,,,,,9030.36511,1,8/1/15,758.053148,7716.991862,7716.991862
Operating,Travelzoo - SCA - Hotel - SF,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Travelzoo,SCA,Hotel,Search Form,,,,,,,,,,,215558.7596,1,8/1/15,344020.8379,3502137.038,3502137.038
Operating,Orbitz - SSN - Hotel - Mobile Web,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Hotel,Mobile Web,,,,,,,,,,,645746.3307,1,8/1/15,57814.15618,594181.0631,586375.5827
Operating,Cheaptickets - SSN - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,SSN,Hotel,On Page,,,,,,,,,,,140553.9958,1,8/1/15,20966.62277,215483.0413,212652.3408
Operating,HotelClub - SSN - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",HotelClub,SSN,Hotel,On Page,,,,,,,,,,,55565.00411,1,8/1/15,5842.249683,60043.32428,59254.56304
