Placement,Category,Region,Country,Pub Tier,Deal Owner,Publisher,Site,Product,Path,Ad Unit Type,Close Date,Close Year,Close Quarter,Close Month,# of Deals Closed,Adj. Launch Date,Launch Year,Launch Quarter,Launch Month,Non-Prob. Adj. Scope ($),Probability,FY2015E ($),FY2015E Exit Run rate ($),Monthly Revenue,Date
Orbitz - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SCA,Package,Exit Unit,7/31/15,2015,3,7,0,10/29/15,2015,4,10,621572,0.10,3179,49726,0,3/1/15
Orbitz - SSN - Hotel - Mobile Web,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,645746,1.00,544563,544563,52140,3/1/15
Orbitz - SSN - Hotel - OP - Details Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,170695,1.00,223194,236091,22605,3/1/15
Orbitz - SSN - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,1444160,1.00,1648915,1648915,157877,3/1/15
Orbitz - SSN - Hotel - OP - Mobile App,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Hotel,Mobile App,1/30/15,2015,1,1,0.3,4/30/15,2015,2,4,130000,0.25,16668,32500,0,3/1/15
Orbitz - SSN - Package - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Orbitz,SSN,Package,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,641023,1.00,686787,685684,65652,3/1/15
PPN - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,PPA,Hotel,On Page,12/5/14,2014,4,12,0,3/5/15,2015,1,3,8380000,0.00,0,0,0,3/1/15
PPN - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0,6/3/15,2015,2,6,2900000,0.00,0,0,0,3/1/15
PPN - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline Partner Network,PPN,SCA,Hotel,On Page,3/5/15,2015,1,3,0,6/3/15,2015,2,6,2000000,0.00,0,0,0,3/1/15
Priceline.com - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Priceline.com,Priceline.com,SCA,Flight,Exit Unit,1/4/15,2015,1,1,0.4,4/4/15,2015,2,4,3700000,0.35,603063,1036000,0,3/1/15
RatesToGo - SSN - Hotel - OP - List Page,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",RatesToGo,SSN,Hotel,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,6209,1.00,8452,8452,809,3/1/15
Rome2rio - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,860000,0.25,32896,172000,0,3/1/15
Rome2rio - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Rome2rio,Rome2rio,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,1000000,0.25,42262,250000,0,3/1/15
Room77 - PPA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,PPA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,218000,0.75,143771,163500,6817,3/1/15
Room77 - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,Exit Unit,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,30000,0.75,12154,18000,633,3/1/15
Room77 - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Room 77,Room77,SCA,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,45000,0.75,20004,33750,1206,3/1/15
RoomerTravel - SCA - Hotel - iFC,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,RoomerTravel,Roomer,SCA,Hotel,iFC,12/9/14,2014,4,12,1,3/9/15,2015,1,3,576432,0.90,716831,518789,37505,3/1/15
RoomerTravel - SCA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,RoomerTravel,Roomer,SCA,Hotel,On Page,11/8/14,2014,4,11,1,2/6/15,2015,1,2,45000,0.90,24069,40500,1495,3/1/15
RoomerTravel - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,RoomerTravel,Roomer,SCA,Hotel,On Page,11/8/14,2014,4,11,1,2/6/15,2015,1,2,85000,0.90,45463,76500,2824,3/1/15
RoomerTravel - SCA - Hotel - XU,Installed Base Growth,N. America,United States,Lite,Jonathan Naymark,RoomerTravel,Roomer,SCA,Hotel,Exit Unit,12/6/14,2014,4,12,1,3/6/15,2015,1,3,395000,0.90,172138,284400,8674,3/1/15
SkyScanner - SCA - Flight - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,800000,0.25,30601,160000,0,3/1/15
SkyScanner - SCA - Flight - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,1200000,0.25,26358,300000,0,3/1/15
SkyScanner - SCA - Flight - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,1200000,0.25,50715,300000,0,3/1/15
SkyScanner - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,900000,0.25,30240,180000,0,3/1/15
SkyScanner - SCA - Hotel - iFC,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,iFC,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,1700000,0.25,155441,425000,0,3/1/15
SkyScanner - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Skyscanner Ltd.,SkyScanner,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,500000,0.25,17321,125000,0,3/1/15
Thomas Cook - SSN - Hotel - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Thomas Cook,Thomas Cook,SSN,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,83000,0.25,2778,20750,0,3/1/15
Thomas Cook - SSN - Package - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Thomas Cook,Thomas Cook,SSN,Package,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,1230000,0.25,53691,307500,0,3/1/15
Travelocity - PPA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,PPA,Hotel,On Page,11/3/14,2014,4,11,0.8,2/1/15,2015,1,2,4310000,0.75,2848878,3232500,139275,3/1/15
Travelocity - PPA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,PPA,Hotel,On Page,11/3/14,2014,4,11,0.8,2/1/15,2015,1,2,4100000,0.75,2710070,3075000,132489,3/1/15
Travelocity - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Car,On Page,5/31/15,2015,2,5,1,8/29/15,2015,3,8,320000,0.50,26275,160000,0,3/1/15
Travelocity - SCA - Car - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Car,Exit Unit,5/31/15,2015,2,5,1,8/29/15,2015,3,8,420000,0.50,27589,168000,0,3/1/15
Travelocity - SCA - Flight - OP - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Flight,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,2444987,1.00,3058554,3058554,287423,3/1/15
Travelocity - SCA - Flight - XU - Home Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,3025842,1.00,2531362,2807420,214356,3/1/15
Travelocity - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Hotel,On Page,1/31/15,2015,1,1,0,5/1/15,2015,2,5,1300000,0.10,51094,130000,0,3/1/15
Travelocity - SCA - Hotel - XU - List Page,Installed Base,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,1270941,1.00,991917,1101720,85692,3/1/15
Travelocity - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Package,On Page,9/30/15,2015,3,9,1,12/29/15,2015,4,12,250000,0.50,360,125000,0,3/1/15
Travelocity - SCA - Package - XU,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity,SCA,Package,Exit Unit,9/30/15,2015,3,9,1,12/29/15,2015,4,12,910000,0.50,1048,364000,0,3/1/15
Travelocity.ca - SCA - Flight - OP - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity.ca,SCA,Flight,On Page,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,131398,1.00,156563,156563,14713,3/1/15
Travelocity.ca - SCA - Flight - XU - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity.ca,SCA,Flight,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,184678,1.00,176590,195848,14954,3/1/15
Travelocity.ca - SCA - Hotel - XU - List Page,Installed Base,N. America,Canada,Major,Jessica Jacobs,"Expedia, Inc.",Travelocity.ca,SCA,Hotel,Exit Unit,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,91472,1.00,71390,79293,6167,3/1/15
Travelport - SSN - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Major,Rudan Zhang,Travelport LTD,Travelport,SSN,Hotel,On Page,5/2/15,2015,2,5,0,7/31/15,2015,3,7,675000,0.10,15207,67500,0,3/1/15
TravelSupermarket.com - SCA - Flight - Exit Unit,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,TravelSupermarket,TravelSupermarket.com,SCA,Flight,Exit Unit,12/5/14,2014,4,12,0.4,3/5/15,2015,1,3,240000,0.35,68349,67200,2843,3/1/15
TravelSupermarket.com - SCA - Flight - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,TravelSupermarket,TravelSupermarket.com,SCA,Flight,On Page,12/5/14,2014,4,12,0.4,3/5/15,2015,1,3,530000,0.35,168191,185500,8367,3/1/15
TravelSupermarket.com - SCA - Hotel - Exit Unit,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,TravelSupermarket,TravelSupermarket.com,SCA,Hotel,Exit Unit,12/5/14,2014,4,12,0.4,3/5/15,2015,1,3,410000,0.35,97232,114800,4409,3/1/15
TravelSupermarket.com - SCA - Hotel - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,TravelSupermarket,TravelSupermarket.com,SCA,Hotel,On Page,12/5/14,2014,4,12,0.4,3/5/15,2015,1,3,520000,0.35,123853,182000,6711,3/1/15
Travelzoo - SCA - Car - SF,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Travelzoo Inc.,Travelzoo,SCA,Car,Search Form,5/15/15,2015,2,5,1,8/13/15,2015,3,8,500000,0.50,50484,250000,0,3/1/15
Travelzoo - SCA - Flight - SF,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Travelzoo,SCA,Flight,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,8383782,1.00,6405383,6405392,601936,3/1/15
Travelzoo - SCA - Hotel - SF,Installed Base,N. America,United States,Major,Lynne Hamilton,Travelzoo Inc.,Travelzoo,SCA,Hotel,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,215559,1.00,3502137,3502137,335316,3/1/15
Travelzoo - SCA - Package - SF,Installed Base Growth,N. America,United States,Major,Jessica Jacobs,Travelzoo Inc.,Travelzoo,SCA,Package,Search Form,7/14/15,2015,3,7,1,10/12/15,2015,4,10,1200000,0.50,49332,600000,0,3/1/15
Trip.com - SCA - Flight - SF,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Trip.com,SCA,Flight,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,38796,1.00,31729,31729,2982,3/1/15
Trip.com - SCA - Hotel - SF,Installed Base,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",Trip.com,SCA,Hotel,Search Form,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,9030,1.00,7717,7717,739,3/1/15
TripIt - SCA - Flight - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Flight,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,50000,0.75,8815,37500,0,3/1/15
TripIt - SCA - Hotel - Search Form,BD Pipeline,N. America,United States,n/a,Noreen Henry,Concur Technologies,TripIt,SCA,Hotel,Search Form,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,680000,0.75,99415,510000,0,3/1/15
UK Unnamed PPA,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,0,PPA,Hotel,0,1/1/15,2015,1,1,2,4/1/15,2015,2,4,0,1.00,616856,2404286,0,3/1/15
UK Unnamed SCA Car Exit Unit,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,Exit Unit,SCA,Car,Exit Unit,4/15/15,2015,2,4,0.3,7/14/15,2015,3,7,0,1.00,2625,13000,0,3/1/15
UK Unnamed SCA Car iFC,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,iFC,SCA,Car,iFC,4/15/15,2015,2,4,0,7/14/15,2015,3,7,0,1.00,0,0,0,3/1/15
UK Unnamed SCA Car On-Page,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,On-Page,SCA,Car,On Page,4/15/15,2015,2,4,0.3,7/14/15,2015,3,7,0,1.00,3281,16250,0,3/1/15
UK Unnamed SCA Car Search Form,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,Search Form,SCA,Car,Search Form,4/15/15,2015,2,4,0,7/14/15,2015,3,7,0,1.00,0,0,0,3/1/15
UK Unnamed SCA Flight Exit Unit,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,Exit Unit,SCA,Flight,Exit Unit,1/1/15,2015,1,1,2,4/1/15,2015,2,4,0,1.00,381027,1417176,0,3/1/15
UK Unnamed SCA Flight iFC,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,iFC,SCA,Flight,iFC,1/1/15,2015,1,1,0,4/1/15,2015,2,4,0,1.00,0,0,0,3/1/15
UK Unnamed SCA Flight On-Page,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,On-Page,SCA,Flight,On Page,1/1/15,2015,1,1,2,4/1/15,2015,2,4,0,1.00,595153,2148305,0,3/1/15
UK Unnamed SCA Flight Search Form,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,Search Form,SCA,Flight,Search Form,1/1/15,2015,1,1,0,4/1/15,2015,2,4,0,1.00,0,0,0,3/1/15
UK Unnamed SCA Hotel Exit Unit,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,Exit Unit,SCA,Hotel,Exit Unit,1/1/15,2015,1,1,2,4/1/15,2015,2,4,0,1.00,648259,2554379,0,3/1/15
UK Unnamed SCA Hotel iFC,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,iFC,SCA,Hotel,iFC,1/1/15,2015,1,1,0,4/1/15,2015,2,4,0,1.00,0,0,0,3/1/15
UK Unnamed SCA Hotel On-Page,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,On-Page,SCA,Hotel,On Page,1/1/15,2015,1,1,2,4/1/15,2015,2,4,0,1.00,436429,1658780,0,3/1/15
UK Unnamed SCA Hotel Search Form,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,Search Form,SCA,Hotel,Search Form,1/1/15,2015,1,1,0,4/1/15,2015,2,4,0,1.00,0,0,0,3/1/15
UK Unnamed SCA Package Exit Unit,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,Exit Unit,SCA,Package,Exit Unit,4/15/15,2015,2,4,0.7,7/14/15,2015,3,7,0,1.00,31499,156000,0,3/1/15
UK Unnamed SCA Package iFC,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,iFC,SCA,Package,iFC,4/15/15,2015,2,4,0,7/14/15,2015,3,7,0,1.00,0,0,0,3/1/15
UK Unnamed SCA Package On-Page,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,On-Page,SCA,Package,On Page,4/15/15,2015,2,4,0.7,7/14/15,2015,3,7,0,1.00,16406,81250,0,3/1/15
UK Unnamed SCA Package Search Form,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,Search Form,SCA,Package,Search Form,4/15/15,2015,2,4,0,7/14/15,2015,3,7,0,1.00,0,0,0,3/1/15
UK Unnamed SSN,Unnamed,Europe,United Kingdom,n/a,Unnamed,Unnamed,0,SSN,Hotel,0,1/1/15,2015,1,1,0.5,4/1/15,2015,2,4,0,1.00,143373,530833,0,3/1/15
Vegas.com - SCA - Hotel - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,Exit Unit,3/5/15,2015,1,3,0.8,6/3/15,2015,2,6,160000,0.75,40165,96000,0,3/1/15
Vegas.com - SCA - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Hotel,On Page,2/3/15,2015,1,2,0.8,5/4/15,2015,2,5,310000,0.75,99701,232500,0,3/1/15
Vegas.com - SCA - Package - Exit Unit,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,Exit Unit,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,110000,0.75,11524,66000,0,3/1/15
Vegas.com - SCA - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SCA,Package,On Page,6/3/15,2015,2,6,0.8,9/1/15,2015,3,9,210000,0.75,27500,157500,0,3/1/15
Vegas.com - SSN - Hotel - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Hotel,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,400000,0.75,210405,300000,12682,3/1/15
Vegas.com - SSN - Package - On Page,BD Pipeline,N. America,United States,n/a,Noreen Henry,Vegas.com,Vegas.com,SSN,Package,On Page,12/5/14,2014,4,12,0.8,3/5/15,2015,1,3,234000,0.75,122052,175500,7350,3/1/15
AMOMA.com - SCA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Strategic,Lynne Hamilton,AMOMA,AMOMA.com,SCA,Hotel,On Page,7/16/15,2015,3,7,0,10/14/15,2015,4,10,93667,0.10,600,9367,0,4/1/15
AMOMA.com - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Lynne Hamilton,AMOMA,AMOMA.com,SCA,Hotel,On Page,7/16/15,2015,3,7,0,10/14/15,2015,4,10,39168,0.10,251,3917,0,4/1/15
AMOMA.com UK - PPA - Hotel - OP - Details Page,Installed Base Growth,Europe,United Kingdom,Strategic,Lynne Hamilton,AMOMA,AMOMA,PPA,Hotel,On Page,5/16/15,2015,2,5,0,8/14/15,2015,3,8,57000,0.10,1490,5700,0,4/1/15
AMOMA.com UK - PPA - Hotel - OP - List Page,Installed Base Growth,Europe,United Kingdom,Strategic,Lynne Hamilton,AMOMA,AMOMA,PPA,Hotel,On Page,5/16/15,2015,2,5,0,8/14/15,2015,3,8,163000,0.10,4262,16300,0,4/1/15
AMOMA.com UK - SCA - Hotel - XU,Installed Base Growth,Europe,United Kingdom,Strategic,Lynne Hamilton,AMOMA,AMOMA,SCA,Hotel,Exit Unit,5/16/15,2015,2,5,0,8/14/15,2015,3,8,52500,0.10,1087,4200,0,4/1/15
Apollo-Galileo-Worldspan - SSN - Hotel - GDS,Installed Base,N. America,United States,Major,Rudan Zhang,Travelport LTD,Travelport,SSN,Hotel,GDS,Installed Base,Installed Base,Installed Base,Installed Base,n/a,Installed Base,Installed Base,Installed Base,Installed Base,548901,1.00,1012021,2035309,56488,4/1/15
BookIt.com - PPA - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,PPA,Hotel,On Page,3/2/15,2015,1,3,1,5/31/15,2015,2,5,305000,0.50,76814,152500,0,4/1/15
BookIt.com - PPA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,PPA,Hotel,On Page,1/1/15,2015,1,1,0.8,4/1/15,2015,2,4,1500000,0.75,795664,1125000,47917,4/1/15
BookIt.com - SCA - Flight - XU,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SCA,Flight,Exit Unit,7/2/15,2015,3,7,0,9/30/15,2015,3,9,85000,0.10,722,6800,0,4/1/15
BookIt.com - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SCA,Package,On Page,6/16/15,2015,2,6,0.8,9/14/15,2015,3,9,630000,0.75,61531,472500,0,4/1/15
BookIt.com - SCA - Package - XU,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SCA,Package,Exit Unit,6/16/15,2015,2,6,0.8,9/14/15,2015,3,9,1250000,0.75,97668,750000,0,4/1/15
BookIt.com - SSN - Hotel - OP - Details Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SSN,Hotel,On Page,5/1/15,2015,2,5,1,7/30/15,2015,3,7,87000,0.50,9913,43500,0,4/1/15
BookIt.com - SSN - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SSN,Hotel,On Page,5/1/15,2015,2,5,1,7/30/15,2015,3,7,540000,0.50,61530,270000,0,4/1/15
BookIt.com - SSN - Package - OP - Details Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SSN,Package,On Page,5/1/15,2015,2,5,1,7/30/15,2015,3,7,85000,0.50,10137,42500,0,4/1/15
BookIt.com - SSN - Package - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jessica Jacobs,BookIt.com,BookIt,SSN,Package,On Page,5/1/15,2015,2,5,1,7/30/15,2015,3,7,465000,0.50,55458,232500,0,4/1/15
Bravofly - SCA - Flight - Exit Unit,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Bravofly Rumbo Group,Bravofly,SCA,Flight,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,55000,0.25,3524,11000,0,4/1/15
Bravofly - SCA - Flight - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Bravofly Rumbo Group,Bravofly,SCA,Flight,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,65000,0.25,4384,16250,0,4/1/15
Budget Places - SCA - Hotel - Exit Unit,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Budget Places,Budget Places,SCA,Hotel,Exit Unit,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,800000,0.25,35724,160000,0,4/1/15
Budget Places - SCA - Hotel - On Page,BD Pipeline,Europe,United Kingdom,n/a,Noreen Henry,Budget Places,Budget Places,SCA,Hotel,On Page,6/3/15,2015,2,6,0.3,9/1/15,2015,3,9,875000,0.25,36641,218750,0,4/1/15
CheapOAir - SCA - Car - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Car,On Page,7/3/15,2015,3,7,0,10/1/15,2015,4,10,170000,0.30,4846,51000,0,4/1/15
CheapOAir - SCA - Car - XU,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Car,Exit Unit,7/3/15,2015,3,7,0,10/1/15,2015,4,10,90000,0.30,2052,21600,0,4/1/15
CheapOair - SCA - Flight - OP - List Page (Incremental Traffic),Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Flight,On Page,1/1/15,2015,1,1,0,4/1/15,2015,2,4,3750000,0.30,549574,1125000,39913,4/1/15
CheapOAir - SCA - Hotel - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Hotel,On Page,8/2/15,2015,3,8,0,10/31/15,2015,4,10,480000,0.30,7208,144000,0,4/1/15
CheapOAir - SCA - Hotel - XU,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Hotel,Exit Unit,8/2/15,2015,3,8,0,10/31/15,2015,4,10,910000,0.30,13254,218400,0,4/1/15
CheapOAir - SCA - Package - OP - List Page,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Package,On Page,7/31/15,2015,3,7,0,10/29/15,2015,4,10,120000,0.30,2301,36000,0,4/1/15
CheapOAir - SCA - Package - XU,Installed Base Growth,N. America,United States,Strategic,Jonathan Naymark,Fareportal,CheapOair,SCA,Package,Exit Unit,7/31/15,2015,3,7,0,10/29/15,2015,4,10,240000,0.30,3682,57600,0,4/1/15
CheapTickets - PPA - Hotel - Mobile Web,Installed Base Growth,N. America,United States,Major,Rudan Zhang,"Orbitz Worldwide, Inc.",CheapTickets,PPA,Hotel,Mobile Web,5/31/15,2015,2,5,0.8,8/29/15,2015,3,8,115000,0.75,20442,86250,0,4/1/15
